start_image_path,end_image_path,text-representation_start-position,text-representation_end-position,start_image_path_v2,end_image_path_v2,q1-ans,q1-mcq-options,q2-ans_red,q2-mcq-options_red,q2-ans_green,q2-mcq-options_green,q3-ans_red-green,q3-ans_green-red,q4-ans,q5-ans_red-left_start-position,q5-ans_red-right_start-position,q5-ans_green-left_start-position,q5-ans_green-right_start-position,q5-ans_red-left_end-position,q5-ans_red-right_end-position,q5-ans_green-left_end-position,q5-ans_green-right_end-position,q6-ans_left-greater_start-position,q6-ans_left-lower_start-position,q6-ans_right-greater_start-position,q6-ans_right-lower_start-position,q6-ans_left-greater_end-position,q6-ans_left-lower_end-position,q6-ans_right-greater_end-position,q6-ans_right-lower_end-position,q7-ans,q8-ans_left_start-position,q8-ans_right_start-position,q8-ans_left_end-position,q8-ans_right_end-position,q9-ans_green_start-position,q9-ans_red_start-position,q9-ans_green_end-position,q9-ans_red_end-position,q10-ans_start-position,q10-ans_end-position,q11-ans_start-position,q11-ans_end-position,q12-ans_green-first_start-position,q12-ans_red-first_start-position,q12-ans_green-last_start-position,q12-ans_red-last_start-position,q12-ans_green-first_end-position,q12-ans_red-first_end-position,q12-ans_green-last_end-position,q12-ans_red-last_end-position,q13-ans_green_start-position,q13-ans_red_start-position,q13-ans_green_end-position,q13-ans_red_end-position
images/0056/checker_move_start.jpg,images/0056/checker_move_end.jpg,1;1;1;0;2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;2;0;1;1;1,images/0056/checker_move_start_v2.jpg,images/0056/checker_move_end_v2.jpg,12,"[12, 16, 10, 8]",9,"[10, 3, 8, 9]",3,"[3, 2, 9, 4]",True,False,red,0,9,3,0,9,0,0,3,False,True,True,False,True,False,False,True,False,3,9,9,3,0,0,0,0,"['green', 'red']","['red', 'green']",3,9,0,4,2,12,10,0,12,8,"[0, 1, 2]","[4, 5, 6, 7, 8, 9, 10, 11, 12]","[10, 11, 12]","[0, 1, 2, 3, 4, 5, 6, 7, 8]"
images/1292/checker_move_start.jpg,images/1292/checker_move_end.jpg,1;1;1;1;1;1;1;2;1;0;2;2;2;2;2;2;2,1;1;1;1;1;2;1;0;1;2;1;2;2;2;2;2;2,images/1292/checker_move_start_v2.jpg,images/1292/checker_move_end_v2.jpg,16,"[16, 20, 17, 13]",8,"[8, 9, 8, 7]",8,"[8, 7, 9, 8]",False,False,green,1,7,8,0,1,7,6,2,True,False,False,True,False,True,True,False,True,9,7,7,9,1,1,3,2,"['green', 'red']","['green', 'green']",9,7,0,7,8,16,0,5,10,16,"[0, 1, 2, 3, 4, 5, 6, 8]","[7, 10, 11, 12, 13, 14, 15, 16]","[0, 1, 2, 3, 4, 6, 8, 10]","[5, 9, 11, 12, 13, 14, 15, 16]"
images/1118/checker_move_start.jpg,images/1118/checker_move_end.jpg,1;1;0;2;1;2;1;2;2;2;2;2;2,1;0;1;2;1;2;1;2;2;2;2;2;2,images/1118/checker_move_start_v2.jpg,images/1118/checker_move_end_v2.jpg,12,"[9, 11, 12, 8]",8,"[7, 9, 8, 4]",4,"[8, 3, 4, 5]",True,False,red,0,8,2,2,0,8,1,3,False,True,True,False,False,True,True,False,False,2,10,1,11,2,2,2,2,"['green', 'red']","['green', 'green']",2,1,0,3,6,12,0,3,6,12,"[0, 1, 4, 6]","[3, 5, 7, 8, 9, 10, 11, 12]","[0, 2, 4, 6]","[3, 5, 7, 8, 9, 10, 11, 12]"
images/0584/checker_move_start.jpg,images/0584/checker_move_end.jpg,1;1;1;1;1;1;2;1;2;1;2;1;0;1;1;1;1;1;1,1;1;1;1;1;1;2;0;2;1;2;1;1;1;1;1;1;1;1,images/0584/checker_move_start_v2.jpg,images/0584/checker_move_end_v2.jpg,18,"[18, 19, 17, 20]",3,"[2, 15, 3, 4]",15,"[16, 3, 14, 15]",False,True,green,3,0,9,6,1,2,6,9,True,False,False,True,False,True,True,False,False,12,6,7,11,2,3,1,3,"['green', 'green']","['red', 'red']",12,7,0,6,18,10,0,6,18,10,"[0, 1, 2, 3, 4, 5, 7, 9, 11, 13, 14, 15, 16, 17, 18]","[6, 8, 10]","[0, 1, 2, 3, 4, 5, 9, 11, 12, 13, 14, 15, 16, 17, 18]","[6, 8, 10]"
images/0374/checker_move_start.jpg,images/0374/checker_move_end.jpg,1;1;1;1;2;1;0;1;2;1,1;1;1;1;2;1;2;0;1;1,images/0374/checker_move_start_v2.jpg,images/0374/checker_move_end_v2.jpg,9,"[11, 7, 4, 9]",2,"[3, 7, 1, 2]",7,"[8, 7, 6, 2]",False,True,green,1,1,5,2,2,0,5,2,True,False,False,True,True,False,False,True,False,6,3,7,2,2,2,1,2,"['green', 'green']","['red', 'green']",6,7,0,4,9,8,0,4,9,6,"[0, 1, 2, 3, 5, 7, 9]","[4, 8]","[0, 1, 2, 3, 5, 8, 9]","[4, 6]"
images/0275/checker_move_start.jpg,images/0275/checker_move_end.jpg,2;2;2;1;0;1;2;1;2;2;2;2;2;2;2;2;2;2,2;2;2;1;2;1;2;1;2;0;2;2;2;2;2;2;2;2,images/0275/checker_move_start_v2.jpg,images/0275/checker_move_end_v2.jpg,17,"[20, 16, 17, 13]",14,"[3, 13, 14, 15]",3,"[2, 4, 3, 14]",True,False,red,3,11,1,2,6,8,3,0,False,True,True,False,True,False,False,True,False,4,13,9,8,3,1,3,2,"['green', 'green']","['red', 'red']",4,9,3,0,7,17,3,0,7,17,"[3, 5, 7]","[0, 1, 2, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[3, 5, 7]","[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17]"
images/0746/checker_move_start.jpg,images/0746/checker_move_end.jpg,1;1;1;1;1;1;2;1;2;1;0;1;2;1;2;1;2;2;2,1;1;1;1;1;1;2;1;2;1;2;1;0;1;2;1;2;2;2,images/0746/checker_move_start_v2.jpg,images/0746/checker_move_end_v2.jpg,18,"[20, 14, 18, 21]",7,"[6, 7, 8, 11]",11,"[11, 7, 12, 10]",False,True,green,2,5,8,3,3,4,9,2,True,False,False,True,True,False,False,True,False,10,8,12,6,5,4,5,4,"['green', 'green']","['green', 'green']",10,12,0,6,15,18,0,6,15,18,"[0, 1, 2, 3, 4, 5, 7, 9, 11, 13, 15]","[6, 8, 12, 14, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 7, 9, 11, 13, 15]","[6, 8, 10, 14, 16, 17, 18]"
images/0128/checker_move_start.jpg,images/0128/checker_move_end.jpg,1;1;1;1;1;1;1;1;1;1;0;2;2;2;2;2;2;2,2;2;2;2;2;2;2;0;1;1;1;1;1;1;1;1;1;1,images/0128/checker_move_start_v2.jpg,images/0128/checker_move_end_v2.jpg,17,"[17, 21, 16, 18]",7,"[10, 7, 8, 6]",10,"[7, 10, 11, 9]",False,True,green,0,7,10,0,7,0,0,10,True,False,False,True,False,True,True,False,False,10,7,7,10,0,0,0,0,"['green', 'red']","['red', 'green']",10,7,0,11,9,17,8,0,17,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[11, 12, 13, 14, 15, 16, 17]","[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[0, 1, 2, 3, 4, 5, 6]"
images/1646/checker_move_start.jpg,images/1646/checker_move_end.jpg,1;1;1;0;2;2,1;1;2;0;2;1,images/1646/checker_move_start_v2.jpg,images/1646/checker_move_end_v2.jpg,5,"[6, 3, 5, 1]",2,"[3, 1, 2, 3]",3,"[2, 3, 4, 2]",False,True,green,0,2,3,0,1,1,2,1,True,False,False,True,True,False,False,True,False,3,2,3,2,0,0,0,2,"['green', 'red']","['red', 'red']",3,3,0,4,2,5,0,2,5,4,"[0, 1, 2]","[4, 5]","[0, 1, 5]","[2, 4]"
images/1852/checker_move_start.jpg,images/1852/checker_move_end.jpg,1;1;0;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2,1;1;2;1;2;1;0;1;2;2;2;2;2;2;2;2;2;2,images/1852/checker_move_start_v2.jpg,images/1852/checker_move_end_v2.jpg,17,"[17, 18, 14, 13]",12,"[5, 12, 11, 13]",5,"[12, 4, 6, 5]",True,False,red,0,12,2,3,2,10,4,1,False,True,True,False,False,True,True,False,False,2,15,6,11,2,2,3,2,"['green', 'green']","['green', 'green']",2,6,0,4,7,17,0,2,7,17,"[0, 1, 3, 5, 7]","[4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[0, 1, 3, 5, 7]","[2, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
images/0674/checker_move_start.jpg,images/0674/checker_move_end.jpg,1;1;2;1;2;1;2;1;2;0;2;2,1;1;2;1;2;0;2;1;2;1;2;2,images/0674/checker_move_start_v2.jpg,images/0674/checker_move_end_v2.jpg,11,"[11, 7, 13, 9]",6,"[5, 6, 7, 5]",5,"[6, 6, 5, 4]",True,False,red,4,2,5,0,2,4,3,2,True,False,False,True,False,True,True,False,False,9,2,5,6,3,3,3,4,"['red', 'red']","['red', 'red']",9,5,0,2,7,11,0,2,9,11,"[0, 1, 3, 5, 7]","[2, 4, 6, 8, 10, 11]","[0, 1, 3, 7, 9]","[2, 4, 6, 8, 10, 11]"
images/1664/checker_move_start.jpg,images/1664/checker_move_end.jpg,2;2;2;1;2;1;2;1;2;1;2;1;0;1;2;1;2;2,2;2;2;1;2;1;2;1;2;1;2;1;2;1;2;1;0;2,images/1664/checker_move_start_v2.jpg,images/1664/checker_move_end_v2.jpg,17,"[18, 21, 12, 17]",10,"[7, 9, 10, 11]",7,"[10, 6, 7, 8]",True,False,red,7,3,5,2,9,1,7,0,True,False,False,True,True,False,False,True,False,12,5,16,1,7,5,7,6,"['green', 'green']","['green', 'red']",12,16,3,0,15,17,3,0,15,17,"[3, 5, 7, 9, 11, 13, 15]","[0, 1, 2, 4, 6, 8, 10, 14, 16, 17]","[3, 5, 7, 9, 11, 13, 15]","[0, 1, 2, 4, 6, 8, 10, 12, 14, 17]"
images/1981/checker_move_start.jpg,images/1981/checker_move_end.jpg,1;1;1;1;1;2;1;2;1;0;1;2;2;2;2;2;2;2,1;1;1;1;1;2;1;2;1;2;1;2;0;2;2;2;2;2,images/1981/checker_move_start_v2.jpg,images/1981/checker_move_end_v2.jpg,17,"[13, 18, 17, 14]",9,"[8, 8, 10, 9]",8,"[9, 7, 9, 8]",True,False,red,2,7,7,1,4,5,8,0,True,False,False,True,True,False,False,True,False,9,8,12,5,3,2,3,3,"['green', 'green']","['red', 'red']",9,12,0,5,10,17,0,5,10,17,"[0, 1, 2, 3, 4, 6, 8, 10]","[5, 7, 11, 12, 13, 14, 15, 16, 17]","[0, 1, 2, 3, 4, 6, 8, 10]","[5, 7, 9, 11, 13, 14, 15, 16, 17]"
images/1083/checker_move_start.jpg,images/1083/checker_move_end.jpg,2;1;2;1;2;1;2;1;0;1;2;1;1,2;1;2;1;2;1;2;1;2;1;0;1;1,images/1083/checker_move_start_v2.jpg,images/1083/checker_move_end_v2.jpg,12,"[15, 12, 11, 7]",5,"[7, 6, 4, 5]",7,"[6, 7, 8, 5]",False,True,green,4,1,4,3,5,0,5,2,True,False,False,True,True,False,False,True,False,8,4,10,2,5,4,4,4,"['green', 'green']","['green', 'green']",8,10,1,0,12,10,1,0,12,8,"[1, 3, 5, 7, 9, 11, 12]","[0, 2, 4, 6, 10]","[1, 3, 5, 7, 9, 11, 12]","[0, 2, 4, 6, 8]"
images/1922/checker_move_start.jpg,images/1922/checker_move_end.jpg,2;2;2;2;1;0;1;2;1;2;1;2;1;2;1;1;1;1;1,2;2;2;2;1;2;1;2;1;2;1;0;1;2;1;1;1;1;1,images/1922/checker_move_start_v2.jpg,images/1922/checker_move_end_v2.jpg,18,"[17, 14, 18, 16]",8,"[9, 8, 7, 10]",10,"[11, 8, 9, 10]",False,True,green,4,4,1,9,7,1,4,6,False,True,True,False,True,False,False,True,False,5,13,11,7,5,4,5,4,"['green', 'green']","['green', 'green']",5,11,4,0,18,13,4,0,18,13,"[4, 6, 8, 10, 12, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 7, 9, 11, 13]","[4, 6, 8, 10, 12, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 5, 7, 9, 13]"
images/0099/checker_move_start.jpg,images/0099/checker_move_end.jpg,1;1;1;1;1;1;1;1;1;1;0;2;2;2;2;2,2;2;2;2;2;0;1;1;1;1;1;1;1;1;1;1,images/0099/checker_move_start_v2.jpg,images/0099/checker_move_end_v2.jpg,15,"[10, 18, 16, 15]",5,"[4, 10, 6, 5]",10,"[5, 11, 10, 9]",False,True,green,0,5,10,0,5,0,0,10,True,False,False,True,False,True,True,False,False,10,5,5,10,0,0,0,0,"['green', 'red']","['red', 'green']",10,5,0,11,9,15,6,0,15,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[11, 12, 13, 14, 15]","[6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0, 1, 2, 3, 4]"
images/1179/checker_move_start.jpg,images/1179/checker_move_end.jpg,1;1;1;1;0;1;2;1;2;1;2;1;1,1;1;1;1;2;1;2;1;0;1;2;1;1,images/1179/checker_move_start_v2.jpg,images/1179/checker_move_end_v2.jpg,12,"[7, 10, 8, 12]",3,"[2, 3, 4, 9]",9,"[10, 3, 9, 8]",False,True,green,0,3,4,5,2,1,6,3,False,True,True,False,True,False,False,True,False,4,8,8,4,2,3,3,3,"['green', 'green']","['green', 'green']",4,8,0,6,12,10,0,4,12,10,"[0, 1, 2, 3, 5, 7, 9, 11, 12]","[6, 8, 10]","[0, 1, 2, 3, 5, 7, 9, 11, 12]","[4, 6, 10]"
images/0964/checker_move_start.jpg,images/0964/checker_move_end.jpg,1;1;1;1;2;0;2;1;2;1;2;1;2;1;1;1;1;1;1,1;1;2;1;2;1;2;1;0;1;2;1;2;1;1;1;1;1;1,images/0964/checker_move_start_v2.jpg,images/0964/checker_move_end_v2.jpg,18,"[14, 18, 15, 22]",5,"[4, 5, 6, 13]",13,"[13, 12, 5, 14]",False,True,green,1,4,4,9,3,2,5,8,False,True,True,False,False,True,True,False,False,5,13,8,10,3,5,5,5,"['red', 'red']","['green', 'green']",5,8,0,4,18,12,0,2,18,12,"[0, 1, 2, 3, 7, 9, 11, 13, 14, 15, 16, 17, 18]","[4, 6, 8, 10, 12]","[0, 1, 3, 5, 7, 9, 11, 13, 14, 15, 16, 17, 18]","[2, 4, 6, 10, 12]"
images/0792/checker_move_start.jpg,images/0792/checker_move_end.jpg,1;1;1;1;1;1;2;1;2;1;2;1;2;0;2;2,1;1;1;1;1;1;2;0;2;1;2;1;2;1;2;2,images/0792/checker_move_start_v2.jpg,images/0792/checker_move_end_v2.jpg,15,"[15, 11, 17, 14]",6,"[7, 9, 6, 5]",9,"[10, 8, 9, 6]",False,True,green,4,2,9,0,1,5,6,3,True,False,False,True,False,True,True,False,False,13,2,7,8,3,3,3,4,"['red', 'red']","['red', 'red']",13,7,0,6,11,15,0,6,13,15,"[0, 1, 2, 3, 4, 5, 7, 9, 11]","[6, 8, 10, 12, 14, 15]","[0, 1, 2, 3, 4, 5, 9, 11, 13]","[6, 8, 10, 12, 14, 15]"
images/0029/checker_move_start.jpg,images/0029/checker_move_end.jpg,1;1;1;0;2;2;2;2;2;2,2;2;2;2;2;2;0;1;1;1,images/0029/checker_move_start_v2.jpg,images/0029/checker_move_end_v2.jpg,9,"[11, 10, 9, 7]",6,"[6, 5, 3, 7]",3,"[3, 2, 6, 4]",True,False,red,0,6,3,0,6,0,0,3,False,True,True,False,True,False,False,True,False,3,6,6,3,0,0,0,0,"['green', 'red']","['red', 'green']",3,6,0,4,2,9,7,0,9,5,"[0, 1, 2]","[4, 5, 6, 7, 8, 9]","[7, 8, 9]","[0, 1, 2, 3, 4, 5]"
images/0628/checker_move_start.jpg,images/0628/checker_move_end.jpg,2;2;2;2;2;2;2;2;2;2;2;2;1;2;0;2;1;2,2;2;2;2;2;2;2;2;2;2;2;2;2;0;1;2;1;2,images/0628/checker_move_start_v2.jpg,images/0628/checker_move_end_v2.jpg,17,"[15, 14, 13, 17]",15,"[15, 14, 16, 2]",2,"[1, 15, 2, 3]",True,False,red,13,2,1,1,13,2,0,2,True,False,False,True,True,False,False,True,False,14,3,13,4,2,2,2,1,"['red', 'red']","['red', 'green']",14,13,12,0,16,17,14,0,16,17,"[12, 16]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15, 17]","[14, 16]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 17]"
images/0944/checker_move_start.jpg,images/0944/checker_move_end.jpg,2;2;2;2;2;1;2;1;2;1;0;1;2;1,2;2;2;2;2;1;2;1;2;1;2;0;1;1,images/0944/checker_move_start_v2.jpg,images/0944/checker_move_end_v2.jpg,13,"[11, 8, 16, 13]",8,"[8, 9, 5, 7]",5,"[5, 4, 8, 6]",True,False,red,7,1,3,2,8,0,3,2,True,False,False,True,True,False,False,True,False,10,3,11,2,4,3,3,3,"['green', 'green']","['red', 'green']",10,11,5,0,13,12,5,0,13,10,"[5, 7, 9, 11, 13]","[0, 1, 2, 3, 4, 6, 8, 12]","[5, 7, 9, 12, 13]","[0, 1, 2, 3, 4, 6, 8, 10]"
images/0572/checker_move_start.jpg,images/0572/checker_move_end.jpg,1;1;2;0;2;1,2;1;0;1;2;1,images/0572/checker_move_start_v2.jpg,images/0572/checker_move_end_v2.jpg,5,"[5, 6, 9, 0]",2,"[3, 3, 1, 2]",3,"[2, 2, 4, 3]",False,True,green,1,1,2,1,1,1,1,2,True,False,False,True,False,True,True,False,False,3,2,2,3,0,2,2,1,"['red', 'red']","['green', 'green']",3,2,0,2,5,4,1,0,5,4,"[0, 1, 5]","[2, 4]","[1, 3, 5]","[0, 4]"
images/0907/checker_move_start.jpg,images/0907/checker_move_end.jpg,1;1;1;1;1;1;1;1;1;0;1;2,1;1;1;1;1;1;1;0;1;2;1;1,images/0907/checker_move_start_v2.jpg,images/0907/checker_move_end_v2.jpg,11,"[8, 9, 11, 12]",1,"[10, 1, 0, 2]",10,"[1, 11, 9, 10]",False,True,green,0,1,9,1,0,1,7,3,True,False,False,True,True,False,False,True,False,9,2,7,4,0,0,0,1,"['green', 'green']","['green', 'green']",9,7,0,11,10,11,0,9,11,9,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 10]",[11],"[0, 1, 2, 3, 4, 5, 6, 8, 10, 11]",[9]
