image_path,text-representation_start-position
images/0628/nqueens.jpg,"0;0;0;0;0;0;0;0;0;0
0;0;Q;0;0;0;0;0;0;0
Q;0;0;0;0;0;0;0;0;0
0;0;0;Q;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0;0
0;0;0;0;0;0;0;0;0;0
0;Q;0;0;0;0;0;0;0;0
0;0;0;0;Q;0;0;0;0;0
0;0;0;0;0;0;0;Q;0;0
0;0;0;0;0;Q;0;0;0;0"
images/0944/nqueens.jpg,"0;0;0;0;0;Q;0;0;0;0
0;0;0;Q;0;0;0;0;0;0
0;Q;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;Q;0;0
0;0;0;0;Q;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
Q;0;0;0;0;0;0;0;0;0
0;0;Q;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0;0"
images/0572/nqueens.jpg,"Q;0;0;0;0;0;0;0;0;0
0;0;0;Q;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;Q;0;0
0;0;0;0;Q;0;0;0;0;0
0;Q;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;Q;0;0;0;0;0;0;0
0;0;0;0;0;Q;0;0;0;0"
images/0907/nqueens.jpg,"Q;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;Q;0;0
0;0;0;0;0;Q;0;0;0;0
0;0;Q;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;Q;0;0;0;0;0;0;0;0
0;0;0;0;Q;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;Q;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0;0"
images/1080/nqueens.jpg,"0;0;0;0;0;0;Q;0;0;0
0;0;0;0;0;0;0;0;0;0
0;Q;0;0;0;0;0;0;0;0
0;0;0;0;Q;0;0;0;0;0
Q;0;0;0;0;0;0;0;0;0
0;0;0;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;Q;0;0
0;0;0;0;0;Q;0;0;0;0
0;0;Q;0;0;0;0;0;0;0"
images/0450/nqueens.jpg,"0;0;0;0;Q;0;0;0;0;0
Q;0;0;0;0;0;0;0;0;0
0;0;0;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0;0
0;Q;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;Q;0;0;0;0;0;0;0
0;0;0;0;0;Q;0;0;0;0
0;0;0;0;0;0;0;Q;0;0"
images/1609/nqueens.jpg,"0;0;0;0;0;0;0;0;Q;0;0
0;0;0;0;0;Q;0;0;0;0;0
0;0;Q;0;0;0;0;0;0;0;0
Q;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;Q;0;0;0
0;0;0;0;Q;0;0;0;0;0;0
0;Q;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;Q;0;0;0;0;0;0;0"
images/1290/nqueens.jpg,"0;0;0;0;0;0;Q;0;0;0;0
0;0;0;Q;0;0;0;0;0;0;0
0;Q;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;Q;0;0
0;0;0;0;0;Q;0;0;0;0;0
0;0;Q;0;0;0;0;0;0;0;0
Q;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;Q;0;0;0
0;0;0;0;Q;0;0;0;0;0;0"
images/1078/nqueens.jpg,"0;0;0;0;Q;0;0;0;0;0
0;0;Q;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;Q;0;0;0;0
0;0;0;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
Q;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;Q;0;0
0;Q;0;0;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0;0"
images/0254/nqueens.jpg,"Q;0;0;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0
0;0;0;Q;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;Q;0;0;0
0;Q;0;0;0;0;0;0;0
0;0;0;0;Q;0;0;0;0"
images/0124/nqueens.jpg,"0;0;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;Q;0;0;0
Q;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;Q;0;0;0;0;0;0;0
0;0;0;0;Q;0;0;0;0
0;0;0;0;0;0;Q;0;0
0;0;0;Q;0;0;0;0;0"
images/1927/nqueens.jpg,"0;0;Q;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;Q;0;0;0;0;0;0;0
0;0;0;0;0;Q;0;0;0;0;0
Q;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;Q;0;0
0;Q;0;0;0;0;0;0;0;0;0
0;0;0;0;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;Q;0;0;0"
images/0251/nqueens.jpg,"0;0;0;0;0;Q;0;0;0
0;0;0;0;0;0;0;0;0
0;0;Q;0;0;0;0;0;0
Q;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;Q;0;0;0;0;0;0;0
0;0;0;0;Q;0;0;0;0
0;0;0;0;0;0;Q;0;0
0;0;0;Q;0;0;0;0;0"
images/0585/nqueens.jpg,"0;0;0;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;Q;0;0;0;0;0
0;Q;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0;0
0;0;Q;0;0;0;0;0;0;0
0;0;0;0;0;0;0;Q;0;0
0;0;0;0;0;Q;0;0;0;0
Q;0;0;0;0;0;0;0;0;0"
images/1568/nqueens.jpg,"0;0;0;0;0;Q;0;0;0;0;0
0;Q;0;0;0;0;0;0;0;0;0
0;0;0;0;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;Q;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;Q;0;0;0;0;0;0;0
Q;0;0;0;0;0;0;0;0;0;0
0;0;Q;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;Q;0;0
0;0;0;0;0;0;Q;0;0;0;0"
images/0824/nqueens.jpg,"0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;Q;0;0
0;0;0;0;Q;0;0;0;0;0
0;0;Q;0;0;0;0;0;0;0
Q;0;0;0;0;0;0;0;0;0
0;0;0;0;0;Q;0;0;0;0
0;Q;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0;0
0;0;0;Q;0;0;0;0;0;0"
images/0507/nqueens.jpg,"0;0;0;0;0;0;Q;0;0;0
0;0;Q;0;0;0;0;0;0;0
0;0;0;0;0;0;0;Q;0;0
0;Q;0;0;0;0;0;0;0;0
0;0;0;0;Q;0;0;0;0;0
Q;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;Q;0;0;0;0;0;0
0;0;0;0;0;Q;0;0;0;0
0;0;0;0;0;0;0;0;0;0"
images/0889/nqueens.jpg,"0;0;0;0;Q;0;0;0;0;0
Q;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;Q;0;0
0;0;0;0;0;Q;0;0;0;0
0;0;Q;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;Q;0;0;0;0;0;0;0;0
0;0;0;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0;0"
images/0070/nqueens.jpg,"0;0;Q;0;0;0;0;0
0;0;0;0;0;Q;0;0
0;0;0;0;0;0;0;0
0;Q;0;0;0;0;0;0
0;0;0;Q;0;0;0;0
Q;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;Q;0;0;0"
images/1608/nqueens.jpg,"0;0;0;0;0;Q;0;0;0;0;0
0;0;0;Q;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;Q;0;0
Q;0;0;0;0;0;0;0;0;0;0
0;0;Q;0;0;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0;0;0
0;Q;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;Q;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;Q;0;0;0;0;0;0"
images/1532/nqueens.jpg,"0;0;0;0;0;0;0;Q;0;0;0
0;0;Q;0;0;0;0;0;0;0;0
0;0;0;0;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;Q;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;Q;0;0
0;0;0;0;0;Q;0;0;0;0;0
0;0;0;Q;0;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0;0;0
Q;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0"
images/0247/nqueens.jpg,"0;0;0;0;0;Q;0;0;0
Q;0;0;0;0;0;0;0;0
0;0;0;0;Q;0;0;0;0
0;Q;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0
0;0;0;Q;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;Q;0;0;0;0;0;0"
images/1450/nqueens.jpg,"0;0;Q;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;Q;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;Q;0;0;0;0;0;0
Q;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;Q;0;0;0
0;0;0;Q;0;0;0;0;0;0;0
0;Q;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0;0;0
0;0;0;0;0;0;0;0;Q;0;0"
images/0212/nqueens.jpg,"0;0;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;Q;0;0;0;0;0
Q;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;Q;0;0;0
0;Q;0;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0
0;0;0;0;Q;0;0;0;0"
images/0909/nqueens.jpg,"0;0;0;Q;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0;0
0;0;Q;0;0;0;0;0;0;0
0;0;0;0;0;Q;0;0;0;0
0;Q;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
Q;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;Q;0;0;0;0;0
0;0;0;0;0;0;0;Q;0;0"
images/1741/nqueens.jpg,"0;0;0;0;0;0;0;Q;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;Q;0;0
0;Q;0;0;0;0;0;0;0;0;0
0;0;0;0;Q;0;0;0;0;0;0
Q;0;0;0;0;0;0;0;0;0;0
0;0;0;Q;0;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;Q;0;0;0;0;0
0;0;Q;0;0;0;0;0;0;0;0"
images/1244/nqueens.jpg,"0;0;0;0;0;0;0;Q;0;0;0
Q;0;0;0;0;0;0;0;0;0;0
0;0;0;0;Q;0;0;0;0;0;0
0;Q;0;0;0;0;0;0;0;0;0
0;0;0;0;0;Q;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;Q;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;Q;0;0
0;0;0;0;0;0;Q;0;0;0;0
0;0;0;Q;0;0;0;0;0;0;0"
images/1696/nqueens.jpg,"0;0;0;Q;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0;0;0
0;0;Q;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;Q;0;0;0;0;0
0;Q;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;Q;0;0
0;0;0;0;Q;0;0;0;0;0;0
Q;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;Q;0;0;0"
images/1182/nqueens.jpg,"0;Q;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;Q;0;0;0;0
0;0;0;0;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;Q;0;0;0
0;0;0;Q;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;Q;0;0;0;0;0;0;0;0
0;0;0;0;0;Q;0;0;0;0;0
0;0;0;0;0;0;0;0;Q;0;0
Q;0;0;0;0;0;0;0;0;0;0"
images/0361/nqueens.jpg,"0;0;0;0;Q;0;0;0;0
0;0;0;0;0;0;Q;0;0
0;Q;0;0;0;0;0;0;0
0;0;0;0;0;Q;0;0;0
0;0;Q;0;0;0;0;0;0
Q;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;Q;0;0;0;0;0
0;0;0;0;0;0;0;0;0"
