image_path,text_representation_start-position
images/0056/maze_0056.jpg,"1;1;1;1;1;1;1;1;1;1;1
S;0;0;0;1;0;0;0;1;0;1
1;1;1;0;1;0;1;0;1;0;1
1;0;1;0;0;0;1;0;0;0;1
1;0;1;1;1;1;1;1;1;0;1
1;0;0;0;1;0;0;0;1;0;1
1;0;1;0;1;0;1;1;1;0;1
1;0;1;0;0;0;1;0;0;0;1
1;0;1;1;1;1;1;0;1;1;1
1;0;0;0;0;0;0;0;1;0;1
1;0;1;1;1;1;1;1;1;0;1
1;0;1;0;0;0;1;0;0;0;1
1;0;1;0;1;0;1;1;1;0;1
1;0;0;0;1;0;0;0;0;0;E
1;1;1;1;1;1;1;1;1;1;1"
images/1292/maze_1292.jpg,"1;1;1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;0;0;1
1;0;1;1;1;0;1;1;1;1;1
1;0;0;0;1;0;1;0;0;0;1
1;1;1;0;1;0;1;0;1;0;1
1;0;1;0;1;0;0;0;1;0;1
1;0;1;0;1;1;1;1;1;0;1
1;0;0;0;0;0;0;0;0;0;1
1;1;1;1;1;1;1;1;1;E;1"
images/1118/maze_1118.jpg,"1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;1
1;0;1;1;1;0;1;1;1
1;0;0;0;1;0;0;0;1
1;1;1;0;1;1;1;0;1
1;0;1;0;0;0;0;0;1
1;0;1;1;1;1;1;0;1
1;0;0;0;0;0;0;0;1
1;0;1;1;1;1;1;1;1
1;0;0;0;0;0;0;0;E
1;1;1;1;1;1;1;1;1"
images/0584/maze_0584.jpg,"1;1;1;1;1;1;1
S;0;1;0;0;0;1
1;0;1;0;1;0;1
1;0;0;0;1;0;1
1;1;1;1;1;0;1
1;0;1;0;0;0;1
1;0;1;0;1;1;1
1;0;0;0;1;0;1
1;0;1;1;1;0;1
1;0;1;0;0;0;1
1;0;1;0;1;0;1
1;0;0;0;1;0;E
1;1;1;1;1;1;1"
images/0374/maze_0374.jpg,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
S;0;0;0;1;0;0;0;1;0;0;0;0;0;1
1;1;1;0;1;0;1;1;1;0;1;1;1;0;1
1;0;1;0;1;0;0;0;1;0;0;0;1;0;1
1;0;1;0;1;1;1;0;1;1;1;0;1;0;1
1;0;1;0;0;0;1;0;0;0;0;0;1;0;1
1;0;1;1;1;0;1;0;1;1;1;1;1;0;1
1;0;0;0;1;0;1;0;0;0;0;0;1;0;1
1;0;1;1;1;0;1;1;1;1;1;0;1;0;1
1;0;0;0;0;0;1;0;0;0;0;0;1;0;1
1;0;1;1;1;1;1;1;1;1;1;1;1;0;1
1;0;1;0;0;0;0;0;0;0;1;0;0;0;1
1;0;1;1;1;1;1;0;1;0;1;0;1;0;1
1;0;0;0;0;0;0;0;1;0;0;0;1;0;1
1;1;1;1;1;1;1;1;1;1;1;1;1;E;1"
images/0275/maze_0275.jpg,"1;1;1;1;1;1;1
S;0;0;0;0;0;1
1;1;1;1;1;0;1
1;0;0;0;1;0;1
1;0;1;1;1;0;1
1;0;1;0;0;0;1
1;0;1;0;1;1;1
1;0;1;0;0;0;1
1;0;1;1;1;0;1
1;0;0;0;0;0;1
1;0;1;1;1;1;1
1;0;1;0;0;0;1
1;0;1;0;1;0;1
1;0;0;0;1;0;E
1;1;1;1;1;1;1"
images/0746/maze_0746.jpg,"1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;1
1;0;1;1;1;1;1;0;1
1;0;0;0;0;0;0;0;1
1;1;1;1;1;1;1;0;1
1;0;0;0;0;0;1;0;1
1;0;1;1;1;0;1;0;1
1;0;0;0;1;0;1;0;1
1;1;1;1;1;0;1;0;1
1;0;0;0;0;0;1;0;1
1;0;1;1;1;1;1;0;1
1;0;0;0;0;0;0;0;1
1;1;1;1;1;1;1;E;1"
images/0128/maze_0128.jpg,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
S;0;0;0;1;0;0;0;0;0;1;0;0;0;1
1;1;1;0;1;0;1;0;1;1;1;0;1;0;1
1;0;0;0;1;0;1;0;0;0;0;0;1;0;1
1;0;1;1;1;1;1;0;1;1;1;1;1;0;1
1;0;1;0;0;0;1;0;1;0;0;0;0;0;1
1;0;1;0;1;0;1;1;1;0;1;1;1;0;1
1;0;0;0;1;0;0;0;0;0;1;0;0;0;1
1;1;1;1;1;1;1;1;1;1;1;1;1;E;1"
images/1646/maze_1646.jpg,"1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;1
1;0;1;1;1;0;1;1;1
1;0;0;0;1;0;0;0;1
1;1;1;0;1;1;1;0;1
1;0;0;0;0;0;0;0;1
1;1;1;1;1;1;1;E;1"
images/1852/maze_1852.jpg,"1;1;1;1;1;1;1
S;0;1;0;0;0;1
1;0;1;1;1;0;1
1;0;0;0;0;0;1
1;1;1;1;1;0;1
1;0;0;0;1;0;1
1;0;1;1;1;0;1
1;0;1;0;0;0;1
1;0;1;0;1;1;1
1;0;0;0;0;0;E
1;1;1;1;1;1;1"
images/0674/maze_0674.jpg,"1;1;1;1;1;1;1
S;0;0;0;1;0;1
1;1;1;0;1;0;1
1;0;1;0;1;0;1
1;0;1;0;1;0;1
1;0;1;0;1;0;1
1;0;1;0;1;0;1
1;0;0;0;1;0;1
1;0;1;1;1;0;1
1;0;0;0;0;0;E
1;1;1;1;1;1;1"
images/1664/maze_1664.jpg,"1;1;1;1;1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;1;0;0;0;1
1;0;1;0;1;1;1;0;1;0;1;1;1
1;0;0;0;1;0;0;0;1;0;0;0;1
1;1;1;1;1;0;1;1;1;1;1;0;1
1;0;0;0;0;0;1;0;0;0;0;0;1
1;0;1;1;1;1;1;0;1;1;1;0;1
1;0;0;0;0;0;1;0;1;0;0;0;1
1;1;1;1;1;0;1;0;1;0;1;1;1
1;0;0;0;1;0;1;0;1;0;0;0;1
1;0;1;0;1;0;1;0;1;1;1;0;1
1;0;1;0;0;0;0;0;1;0;0;0;1
1;1;1;1;1;1;1;1;1;1;1;E;1"
images/1981/maze_1981.jpg,"1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;1
1;0;1;1;1;1;1;0;1
1;0;0;0;0;0;1;0;1
1;1;1;1;1;0;1;0;1
1;0;0;0;1;0;0;0;1
1;0;1;1;1;1;1;0;1
1;0;1;0;0;0;1;0;1
1;0;1;0;1;0;1;0;1
1;0;0;0;1;0;0;0;1
1;1;1;1;1;1;1;E;1"
images/1083/maze_1083.jpg,"1;1;1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;0;0;1
1;0;1;0;1;1;1;1;1;0;1
1;0;1;0;1;0;0;0;0;0;1
1;0;1;0;1;1;1;1;1;1;1
1;0;1;0;0;0;0;0;0;0;1
1;0;1;1;1;1;1;1;1;0;1
1;0;0;0;1;0;0;0;0;0;1
1;1;1;0;1;0;1;1;1;0;1
1;0;0;0;1;0;1;0;1;0;1
1;0;1;1;1;0;1;0;1;0;1
1;0;0;0;0;0;1;0;1;0;1
1;1;1;1;1;1;1;0;1;0;1
1;0;0;0;0;0;0;0;0;0;E
1;1;1;1;1;1;1;1;1;1;1"
images/1922/maze_1922.jpg,"1;1;1;1;1;1;1;1;1
S;0;0;0;1;0;0;0;1
1;1;1;0;1;1;1;0;1
1;0;1;0;0;0;0;0;1
1;0;1;1;1;1;1;0;1
1;0;1;0;0;0;1;0;1
1;0;1;0;1;0;1;0;1
1;0;0;0;1;0;0;0;E
1;1;1;1;1;1;1;1;1"
images/0099/maze_0099.jpg,"1;1;1;1;1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;1;0;0;0;1
1;0;1;0;1;1;1;0;1;1;1;0;1
1;0;0;0;1;0;1;0;1;0;0;0;1
1;1;1;1;1;0;1;0;1;0;1;0;1
1;0;0;0;0;0;1;0;1;0;1;0;1
1;0;1;1;1;0;1;0;1;0;1;0;1
1;0;0;0;1;0;0;0;0;0;1;0;E
1;1;1;1;1;1;1;1;1;1;1;1;1"
images/1179/maze_1179.jpg,"1;1;1;1;1;1;1
S;0;0;0;1;0;1
1;1;1;0;1;0;1
1;0;0;0;1;0;1
1;0;1;1;1;0;1
1;0;1;0;0;0;1
1;0;1;0;1;0;1
1;0;0;0;1;0;1
1;1;1;1;1;E;1"
images/0964/maze_0964.jpg,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
S;0;0;0;0;0;1;0;1;0;0;0;0;0;1
1;1;1;1;1;0;1;0;1;0;1;0;1;1;1
1;0;0;0;1;0;1;0;0;0;1;0;0;0;1
1;1;1;0;1;0;1;0;1;1;1;1;1;0;1
1;0;0;0;1;0;1;0;0;0;0;0;1;0;1
1;0;1;1;1;0;1;1;1;1;1;1;1;0;1
1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
1;0;1;1;1;1;1;0;1;1;1;1;1;1;1
1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
1;1;1;1;1;0;1;0;1;1;1;1;1;0;1
1;0;0;0;0;0;1;0;1;0;0;0;0;0;1
1;0;1;1;1;1;1;1;1;0;1;1;1;0;1
1;0;0;0;0;0;0;0;0;0;1;0;0;0;E
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1"
images/0792/maze_0792.jpg,"1;1;1;1;1;1;1
S;0;0;0;1;0;1
1;1;1;0;1;0;1
1;0;1;0;1;0;1
1;0;1;0;1;0;1
1;0;1;0;0;0;1
1;0;1;1;1;0;1
1;0;1;0;0;0;1
1;0;1;0;1;1;1
1;0;0;0;1;0;1
1;0;1;1;1;0;1
1;0;1;0;0;0;1
1;0;1;0;1;0;1
1;0;0;0;1;0;1
1;1;1;1;1;E;1"
images/0029/maze_0029.jpg,"1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;1
1;0;1;1;1;0;1;0;1
1;0;0;0;0;0;1;0;1
1;1;1;1;1;1;1;0;1
1;0;0;0;0;0;0;0;1
1;0;1;1;1;1;1;1;1
1;0;0;0;0;0;1;0;1
1;1;1;1;1;0;1;0;1
1;0;0;0;1;0;0;0;1
1;0;1;1;1;1;1;0;1
1;0;0;0;0;0;0;0;E
1;1;1;1;1;1;1;1;1"
images/0628/maze_0628.jpg,"1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;1
1;0;1;0;1;1;1;0;1
1;0;0;0;1;0;1;0;1
1;1;1;1;1;0;1;0;1
1;0;1;0;0;0;1;0;1
1;0;1;0;1;0;1;0;1
1;0;1;0;1;0;0;0;1
1;0;1;0;1;1;1;1;1
1;0;1;0;0;0;0;0;1
1;0;1;1;1;1;1;0;1
1;0;0;0;0;0;0;0;E
1;1;1;1;1;1;1;1;1"
images/0944/maze_0944.jpg,"1;1;1;1;1;1;1
S;0;0;0;1;0;1
1;1;1;0;1;0;1
1;0;0;0;1;0;1
1;0;1;1;1;0;1
1;0;0;0;1;0;1
1;1;1;0;1;0;1
1;0;0;0;0;0;1
1;1;1;1;1;E;1"
images/0572/maze_0572.jpg,"1;1;1;1;1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;1;0;0;0;1
1;0;1;0;1;1;1;0;1;0;1;1;1
1;0;0;0;1;0;0;0;1;0;0;0;1
1;1;1;1;1;0;1;1;1;1;1;0;1
1;0;0;0;0;0;1;0;0;0;0;0;1
1;0;1;1;1;1;1;1;1;0;1;0;1
1;0;0;0;0;0;0;0;0;0;1;0;1
1;1;1;1;1;1;1;1;1;1;1;0;1
1;0;0;0;0;0;0;0;0;0;0;0;E
1;1;1;1;1;1;1;1;1;1;1;1;1"
images/0907/maze_0907.jpg,"1;1;1;1;1;1;1;1;1;1;1
S;0;0;0;1;0;0;0;0;0;1
1;1;1;0;1;1;1;0;1;0;1
1;0;1;0;1;0;0;0;1;0;1
1;0;1;0;1;0;1;1;1;0;1
1;0;1;0;1;0;1;0;0;0;1
1;0;1;0;1;0;1;1;1;1;1
1;0;0;0;1;0;0;0;0;0;1
1;0;1;1;1;1;1;1;1;0;1
1;0;0;0;1;0;0;0;1;0;1
1;1;1;0;1;0;1;0;1;0;1
1;0;0;0;0;0;1;0;0;0;E
1;1;1;1;1;1;1;1;1;1;1"
images/1080/maze_1080.jpg,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;1;0;0;0;0;0;0;0;1
1;0;1;0;1;0;1;0;1;1;1;0;1;1;1
1;0;1;0;1;0;0;0;0;0;1;0;0;0;1
1;0;1;1;1;0;1;1;1;1;1;1;1;0;1
1;0;0;0;1;0;1;0;0;0;1;0;0;0;1
1;1;1;0;1;1;1;0;1;0;1;0;1;0;1
1;0;1;0;0;0;1;0;1;0;0;0;1;0;1
1;0;1;1;1;0;1;0;1;1;1;1;1;0;1
1;0;1;0;0;0;1;0;0;0;0;0;1;0;1
1;0;1;0;1;1;1;1;1;0;1;0;1;0;1
1;0;1;0;0;0;0;0;1;0;1;0;1;0;1
1;0;1;1;1;1;1;0;1;1;1;0;1;0;1
1;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1;1;1;1;1;1;1;1;1;1;1;1;1;E;1"
images/0450/maze_0450.jpg,"1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;1
1;0;1;0;1;1;1;0;1
1;0;1;0;1;0;0;0;1
1;0;1;1;1;0;1;0;1
1;0;0;0;0;0;1;0;1
1;1;1;1;1;1;1;E;1"
images/1609/maze_1609.jpg,"1;1;1;1;1;1;1
S;0;0;0;1;0;1
1;1;1;0;1;0;1
1;0;1;0;1;0;1
1;0;1;0;1;0;1
1;0;0;0;1;0;1
1;0;1;1;1;0;1
1;0;0;0;0;0;1
1;1;1;1;1;E;1"
images/1290/maze_1290.jpg,"1;1;1;1;1;1;1;1;1;1;1
S;0;0;0;0;0;1;0;0;0;1
1;1;1;1;1;0;1;0;1;0;1
1;0;0;0;1;0;1;0;1;0;1
1;0;1;1;1;0;1;1;1;0;1
1;0;0;0;0;0;0;0;0;0;1
1;1;1;1;1;1;1;1;1;E;1"
images/1078/maze_1078.jpg,"1;1;1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;0;0;1
1;0;1;0;1;1;1;1;1;0;1
1;0;0;0;1;0;0;0;1;0;1
1;1;1;1;1;0;1;1;1;0;1
1;0;0;0;1;0;0;0;0;0;1
1;0;1;1;1;0;1;1;1;1;1
1;0;0;0;0;0;0;0;0;0;1
1;1;1;1;1;1;1;1;1;E;1"
images/0254/maze_0254.jpg,"1;1;1;1;1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;1;0;0;0;0;0;1
1;0;1;0;1;0;1;0;1;1;1;1;1
1;0;0;0;1;0;1;0;0;0;0;0;1
1;1;1;1;1;0;1;1;1;1;1;0;1
1;0;0;0;1;0;0;0;0;0;1;0;1
1;0;1;0;1;1;1;1;1;0;1;0;1
1;0;1;0;0;0;0;0;1;0;1;0;1
1;0;1;1;1;1;1;0;1;0;1;0;1
1;0;0;0;0;0;1;0;0;0;1;0;1
1;1;1;1;1;0;1;1;1;1;1;0;1
1;0;0;0;0;0;0;0;0;0;0;0;E
1;1;1;1;1;1;1;1;1;1;1;1;1"
images/0124/maze_0124.jpg,"1;1;1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;0;0;1
1;0;1;0;1;0;1;1;1;0;1
1;0;1;0;1;0;1;0;1;0;1
1;0;1;1;1;0;1;0;1;0;1
1;0;0;0;0;0;1;0;0;0;1
1;1;1;1;1;1;1;0;1;1;1
1;0;1;0;0;0;0;0;1;0;1
1;0;1;0;1;1;1;1;1;0;1
1;0;1;0;0;0;0;0;1;0;1
1;0;1;1;1;1;1;0;1;0;1
1;0;0;0;0;0;1;0;1;0;1
1;0;1;0;1;1;1;0;1;0;1
1;0;1;0;0;0;0;0;0;0;1
1;1;1;1;1;1;1;1;1;E;1"
images/1927/maze_1927.jpg,"1;1;1;1;1;1;1;1;1;1;1;1;1
S;0;0;0;1;0;0;0;0;0;1;0;1
1;1;1;0;1;0;1;1;1;0;1;0;1
1;0;1;0;1;0;1;0;0;0;1;0;1
1;0;1;0;1;0;1;0;1;1;1;0;1
1;0;0;0;1;0;1;0;0;0;1;0;1
1;0;1;1;1;0;1;1;1;0;1;0;1
1;0;0;0;0;0;1;0;0;0;0;0;E
1;1;1;1;1;1;1;1;1;1;1;1;1"
images/0251/maze_0251.jpg,"1;1;1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;0;0;1
1;0;1;0;1;0;1;1;1;1;1
1;0;1;0;1;0;0;0;0;0;1
1;0;1;1;1;1;1;1;1;0;1
1;0;0;0;0;0;0;0;1;0;1
1;1;1;1;1;1;1;0;1;0;1
1;0;0;0;0;0;0;0;0;0;E
1;1;1;1;1;1;1;1;1;1;1"
images/0585/maze_0585.jpg,"1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;1
1;0;1;1;1;1;1;0;1
1;0;0;0;0;0;1;0;1
1;1;1;1;1;0;1;0;1
1;0;0;0;0;0;0;0;1
1;1;1;1;1;1;1;E;1"
images/1568/maze_1568.jpg,"1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;1
1;0;1;1;1;0;1;0;1
1;0;0;0;0;0;1;0;1
1;1;1;1;1;1;1;0;1
1;0;0;0;0;0;0;0;1
1;1;1;1;1;1;1;E;1"
images/0824/maze_0824.jpg,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
S;0;1;0;1;0;0;0;0;0;1;0;0;0;1
1;0;1;0;1;0;1;1;1;0;1;0;1;0;1
1;0;1;0;0;0;0;0;1;0;0;0;1;0;1
1;0;1;1;1;0;1;1;1;1;1;1;1;0;1
1;0;0;0;1;0;1;0;0;0;0;0;1;0;1
1;1;1;0;1;1;1;0;1;1;1;0;1;0;1
1;0;1;0;1;0;0;0;1;0;0;0;1;0;1
1;0;1;0;1;0;1;1;1;0;1;1;1;0;1
1;0;0;0;0;0;1;0;0;0;0;0;0;0;E
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1"
images/0507/maze_0507.jpg,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;0;0;1;0;0;0;1
1;0;1;1;1;1;1;1;1;0;1;0;1;0;1
1;0;0;0;0;0;0;0;1;0;0;0;1;0;1
1;1;1;1;1;1;1;0;1;0;1;1;1;0;1
1;0;0;0;0;0;0;0;1;0;1;0;0;0;1
1;0;1;1;1;1;1;1;1;1;1;0;1;0;1
1;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1;1;1;1;1;1;1;1;1;1;1;1;1;E;1"
images/0889/maze_0889.jpg,"1;1;1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;1;0;1
1;0;1;0;1;1;1;0;1;0;1
1;0;1;0;0;0;1;0;1;0;1
1;0;1;1;1;0;1;0;1;0;1
1;0;0;0;0;0;1;0;0;0;E
1;1;1;1;1;1;1;1;1;1;1"
images/0070/maze_0070.jpg,"1;1;1;1;1;1;1;1;1
S;0;0;0;1;0;0;0;1
1;1;1;0;1;0;1;0;1
1;0;0;0;1;0;1;0;1
1;0;1;1;1;1;1;0;1
1;0;0;0;0;0;0;0;1
1;1;1;1;1;1;1;0;1
1;0;0;0;0;0;0;0;1
1;1;1;1;1;1;1;E;1"
images/1608/maze_1608.jpg,"1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;1
1;0;1;0;1;1;1;0;1
1;0;1;0;1;0;0;0;1
1;0;1;1;1;0;1;1;1
1;0;0;0;1;0;0;0;1
1;1;1;0;1;1;1;0;1
1;0;1;0;1;0;0;0;1
1;0;1;0;1;0;1;1;1
1;0;1;0;1;0;0;0;1
1;0;1;0;1;0;1;0;1
1;0;1;0;1;0;1;0;1
1;0;1;0;1;1;1;0;1
1;0;0;0;0;0;0;0;E
1;1;1;1;1;1;1;1;1"
images/1532/maze_1532.jpg,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
S;0;0;0;0;0;1;0;1;0;0;0;0;0;1
1;1;1;1;1;0;1;0;1;0;1;1;1;0;1
1;0;0;0;0;0;1;0;0;0;1;0;0;0;1
1;0;1;1;1;1;1;0;1;1;1;0;1;0;1
1;0;0;0;1;0;1;0;1;0;0;0;1;0;1
1;1;1;0;1;0;1;0;1;0;1;1;1;0;1
1;0;0;0;1;0;0;0;1;0;1;0;1;0;1
1;0;1;1;1;1;1;1;1;0;1;0;1;0;1
1;0;0;0;0;0;0;0;0;0;1;0;0;0;E
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1"
images/0247/maze_0247.jpg,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
S;0;0;0;1;0;1;0;0;0;0;0;0;0;1
1;1;1;0;1;0;1;0;1;1;1;0;1;0;1
1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
1;0;1;0;1;0;0;0;0;0;1;0;1;0;1
1;0;1;0;1;1;1;1;1;1;1;0;1;1;1
1;0;1;0;0;0;0;0;0;0;1;0;0;0;1
1;0;1;1;1;1;1;1;1;0;1;0;1;0;1
1;0;1;0;0;0;1;0;0;0;1;0;1;0;1
1;0;1;0;1;0;1;0;1;1;1;1;1;0;1
1;0;0;0;1;0;0;0;1;0;0;0;0;0;1
1;0;1;1;1;1;1;1;1;0;1;1;1;0;1
1;0;0;0;0;0;0;0;0;0;1;0;0;0;E
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1"
images/1450/maze_1450.jpg,"1;1;1;1;1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;0;0;0;0;1
1;0;1;0;1;1;1;1;1;1;1;0;1
1;0;1;0;0;0;0;0;0;0;1;0;1
1;0;1;1;1;1;1;1;1;1;1;0;1
1;0;0;0;0;0;0;0;0;0;1;0;1
1;1;1;1;1;1;1;1;1;0;1;0;1
1;0;0;0;0;0;1;0;0;0;1;0;1
1;0;1;0;1;1;1;0;1;1;1;0;1
1;0;1;0;0;0;0;0;0;0;0;0;1
1;1;1;1;1;1;1;1;1;1;1;E;1"
images/0212/maze_0212.jpg,"1;1;1;1;1;1;1
S;0;0;0;0;0;1
1;1;1;1;1;0;1
1;0;0;0;1;0;1
1;1;1;0;1;0;1
1;0;0;0;1;0;1
1;0;1;1;1;0;1
1;0;0;0;0;0;1
1;0;1;1;1;1;1
1;0;0;0;0;0;E
1;1;1;1;1;1;1"
images/0909/maze_0909.jpg,"1;1;1;1;1;1;1;1;1
S;0;1;0;0;0;0;0;1
1;0;1;1;1;0;1;0;1
1;0;1;0;0;0;1;0;1
1;0;1;0;1;1;1;0;1
1;0;0;0;1;0;0;0;1
1;1;1;1;1;0;1;1;1
1;0;0;0;1;0;0;0;1
1;0;1;1;1;1;1;0;1
1;0;1;0;0;0;1;0;1
1;0;1;0;1;0;1;0;1
1;0;0;0;1;0;0;0;1
1;1;1;1;1;1;1;E;1"
